0,0
1,0
2,82024
3,171
4,219612
5,10
6,45765
7,3
8,235297
9,295
10,8467
11,1
12,95876
13,1
14,2146
15,110
16,133861
17,0
18,9667
19,0
20,15728
21,44
22,176
23,0
24,72588
25,6
26,52
27,162
28,3514
29,0
30,2894
31,0
32,42844
33,10
34,4
35,6
36,13179
37,0
38,0
39,4
40,9665
41,0
42,693
43,0
44,202
45,87
46,0
47,0
48,25002
49,1
50,181
51,0
52,47
53,0
54,944
55,2
56,1775
57,0
58,0
59,0
60,3050
61,0
62,0
63,28
64,7171
65,0
66,50
67,0
68,0
69,0
70,78
71,0
72,5238
73,0
74,0
75,12
76,0
77,0
78,11
79,0
80,2301
81,24
82,0
83,0
84,538
85,0
86,0
87,0
88,57
89,0
90,287
91,0
92,0
93,0
94,0
95,0
96,3525
97,0
98,5
99,1
100,127
101,0
102,0
103,0
104,6
105,6
106,0
107,0
108,474
109,0
110,2
111,0
112,281
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,701
121,0
122,0
123,0
124,0
125,0
126,45
127,0
128,441
129,0
130,0
131,0
132,11
133,0
134,0
135,8
136,0
137,0
138,0
139,0
140,22
141,0
142,0
143,0
144,503
145,0
146,0
147,0
148,0
149,0
150,14
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,132
161,0
162,13
163,0
164,0
165,0
166,0
167,0
168,59
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,43
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,79
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,5
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,10
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,3
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
